location,recommended_foundation,suitability_score,building_height,area,3d_model_path,model_details
Loc8173,Shallow Foundation,91,28,1802,models/3D_Model_8173.obj,"{""vertices"": 365, ""faces"": 820}"
Loc8174,Deep Foundation,89,39,1751,models/3D_Model_8174.obj,"{""vertices"": 656, ""faces"": 1384}"
Loc8175,Deep Foundation,74,16,1101,models/3D_Model_8175.obj,"{""vertices"": 784, ""faces"": 969}"
Loc8176,Deep Foundation,71,31,3852,models/3D_Model_8176.obj,"{""vertices"": 716, ""faces"": 1236}"
Loc8177,Shallow Foundation,93,11,3197,models/3D_Model_8177.obj,"{""vertices"": 801, ""faces"": 1187}"
Loc8178,Standard Foundation,69,39,2585,models/3D_Model_8178.obj,"{""vertices"": 584, ""faces"": 727}"
Loc8179,Standard Foundation,57,29,3999,models/3D_Model_8179.obj,"{""vertices"": 629, ""faces"": 554}"
Loc8180,Standard Foundation,95,17,3876,models/3D_Model_8180.obj,"{""vertices"": 877, ""faces"": 877}"
Loc8181,Shallow Foundation,79,5,1332,models/3D_Model_8181.obj,"{""vertices"": 648, ""faces"": 1709}"
Loc8182,Standard Foundation,60,36,2169,models/3D_Model_8182.obj,"{""vertices"": 427, ""faces"": 1538}"
Loc8183,Deep Foundation,78,28,2641,models/3D_Model_8183.obj,"{""vertices"": 465, ""faces"": 915}"
Loc8184,Shallow Foundation,60,39,3144,models/3D_Model_8184.obj,"{""vertices"": 428, ""faces"": 1117}"
Loc8185,Standard Foundation,68,8,4674,models/3D_Model_8185.obj,"{""vertices"": 853, ""faces"": 1660}"
Loc8186,Shallow Foundation,93,10,3348,models/3D_Model_8186.obj,"{""vertices"": 1000, ""faces"": 683}"
Loc8187,Deep Foundation,57,36,4762,models/3D_Model_8187.obj,"{""vertices"": 489, ""faces"": 1190}"
Loc8188,Deep Foundation,95,23,3617,models/3D_Model_8188.obj,"{""vertices"": 676, ""faces"": 985}"
Loc8189,Standard Foundation,65,46,2921,models/3D_Model_8189.obj,"{""vertices"": 924, ""faces"": 826}"
Loc8190,Shallow Foundation,71,11,2029,models/3D_Model_8190.obj,"{""vertices"": 524, ""faces"": 1640}"
Loc8191,Deep Foundation,92,31,4068,models/3D_Model_8191.obj,"{""vertices"": 454, ""faces"": 904}"
Loc8192,Standard Foundation,77,16,2678,models/3D_Model_8192.obj,"{""vertices"": 492, ""faces"": 1881}"
Loc8193,Shallow Foundation,80,36,2285,models/3D_Model_8193.obj,"{""vertices"": 688, ""faces"": 1996}"
Loc8194,Standard Foundation,51,21,2713,models/3D_Model_8194.obj,"{""vertices"": 736, ""faces"": 1482}"
Loc8195,Standard Foundation,90,47,3722,models/3D_Model_8195.obj,"{""vertices"": 776, ""faces"": 874}"
Loc8196,Standard Foundation,98,50,1107,models/3D_Model_8196.obj,"{""vertices"": 582, ""faces"": 1540}"
Loc8197,Shallow Foundation,92,43,2872,models/3D_Model_8197.obj,"{""vertices"": 426, ""faces"": 1434}"
Loc8198,Standard Foundation,91,13,4389,models/3D_Model_8198.obj,"{""vertices"": 587, ""faces"": 1006}"
Loc8199,Standard Foundation,99,17,3498,models/3D_Model_8199.obj,"{""vertices"": 843, ""faces"": 1994}"
Loc8200,Deep Foundation,92,5,2074,models/3D_Model_8200.obj,"{""vertices"": 889, ""faces"": 936}"
Loc8201,Shallow Foundation,64,45,2445,models/3D_Model_8201.obj,"{""vertices"": 626, ""faces"": 902}"
Loc8202,Shallow Foundation,93,25,2705,models/3D_Model_8202.obj,"{""vertices"": 672, ""faces"": 1429}"
Loc8203,Standard Foundation,50,50,4332,models/3D_Model_8203.obj,"{""vertices"": 646, ""faces"": 1408}"
Loc8204,Deep Foundation,96,45,1671,models/3D_Model_8204.obj,"{""vertices"": 342, ""faces"": 802}"
Loc8205,Shallow Foundation,71,5,2078,models/3D_Model_8205.obj,"{""vertices"": 562, ""faces"": 804}"
Loc8206,Shallow Foundation,97,43,3098,models/3D_Model_8206.obj,"{""vertices"": 541, ""faces"": 849}"
Loc8207,Shallow Foundation,59,28,1302,models/3D_Model_8207.obj,"{""vertices"": 384, ""faces"": 645}"
Loc8208,Standard Foundation,56,6,1226,models/3D_Model_8208.obj,"{""vertices"": 803, ""faces"": 539}"
Loc8209,Standard Foundation,57,41,2902,models/3D_Model_8209.obj,"{""vertices"": 861, ""faces"": 575}"
Loc8210,Standard Foundation,91,17,1728,models/3D_Model_8210.obj,"{""vertices"": 983, ""faces"": 1515}"
Loc8211,Shallow Foundation,82,8,983,models/3D_Model_8211.obj,"{""vertices"": 361, ""faces"": 1029}"
Loc8212,Shallow Foundation,94,29,3056,models/3D_Model_8212.obj,"{""vertices"": 923, ""faces"": 1399}"
Loc8213,Shallow Foundation,67,6,3971,models/3D_Model_8213.obj,"{""vertices"": 966, ""faces"": 1238}"
Loc8214,Standard Foundation,75,35,2330,models/3D_Model_8214.obj,"{""vertices"": 781, ""faces"": 934}"
Loc8215,Deep Foundation,69,49,2063,models/3D_Model_8215.obj,"{""vertices"": 967, ""faces"": 697}"
Loc8216,Shallow Foundation,51,23,801,models/3D_Model_8216.obj,"{""vertices"": 757, ""faces"": 1230}"
Loc8217,Shallow Foundation,96,47,2147,models/3D_Model_8217.obj,"{""vertices"": 515, ""faces"": 547}"
Loc8218,Deep Foundation,88,12,1550,models/3D_Model_8218.obj,"{""vertices"": 319, ""faces"": 1385}"
Loc8219,Shallow Foundation,92,40,891,models/3D_Model_8219.obj,"{""vertices"": 451, ""faces"": 544}"
Loc8220,Standard Foundation,85,35,3374,models/3D_Model_8220.obj,"{""vertices"": 970, ""faces"": 719}"
Loc8221,Standard Foundation,83,15,627,models/3D_Model_8221.obj,"{""vertices"": 969, ""faces"": 1537}"
Loc8222,Deep Foundation,75,28,2657,models/3D_Model_8222.obj,"{""vertices"": 531, ""faces"": 848}"
Loc8223,Shallow Foundation,74,19,4823,models/3D_Model_8223.obj,"{""vertices"": 928, ""faces"": 1160}"
Loc8224,Shallow Foundation,86,47,2392,models/3D_Model_8224.obj,"{""vertices"": 918, ""faces"": 1817}"
Loc8225,Standard Foundation,96,27,3714,models/3D_Model_8225.obj,"{""vertices"": 542, ""faces"": 1457}"
Loc8226,Deep Foundation,88,13,506,models/3D_Model_8226.obj,"{""vertices"": 640, ""faces"": 1026}"
Loc8227,Deep Foundation,59,40,3674,models/3D_Model_8227.obj,"{""vertices"": 712, ""faces"": 1873}"
Loc8228,Deep Foundation,70,49,4606,models/3D_Model_8228.obj,"{""vertices"": 747, ""faces"": 1550}"
Loc8229,Deep Foundation,91,34,4520,models/3D_Model_8229.obj,"{""vertices"": 878, ""faces"": 1851}"
Loc8230,Shallow Foundation,57,24,2981,models/3D_Model_8230.obj,"{""vertices"": 714, ""faces"": 1086}"
Loc8231,Standard Foundation,87,8,3828,models/3D_Model_8231.obj,"{""vertices"": 696, ""faces"": 1666}"
Loc8232,Deep Foundation,63,31,3152,models/3D_Model_8232.obj,"{""vertices"": 917, ""faces"": 1138}"
Loc8233,Shallow Foundation,63,45,3856,models/3D_Model_8233.obj,"{""vertices"": 624, ""faces"": 1060}"
Loc8234,Shallow Foundation,51,10,3262,models/3D_Model_8234.obj,"{""vertices"": 472, ""faces"": 1541}"
Loc8235,Deep Foundation,68,18,2093,models/3D_Model_8235.obj,"{""vertices"": 448, ""faces"": 1030}"
Loc8236,Standard Foundation,81,5,1092,models/3D_Model_8236.obj,"{""vertices"": 571, ""faces"": 1147}"
Loc8237,Standard Foundation,67,11,4744,models/3D_Model_8237.obj,"{""vertices"": 962, ""faces"": 1020}"
Loc8238,Shallow Foundation,55,39,2536,models/3D_Model_8238.obj,"{""vertices"": 957, ""faces"": 745}"
Loc8239,Deep Foundation,56,8,3450,models/3D_Model_8239.obj,"{""vertices"": 330, ""faces"": 1700}"
Loc8240,Shallow Foundation,93,26,1114,models/3D_Model_8240.obj,"{""vertices"": 678, ""faces"": 1384}"
Loc8241,Standard Foundation,65,40,2893,models/3D_Model_8241.obj,"{""vertices"": 475, ""faces"": 844}"
Loc8242,Deep Foundation,94,12,4398,models/3D_Model_8242.obj,"{""vertices"": 343, ""faces"": 682}"
Loc8243,Standard Foundation,95,12,2195,models/3D_Model_8243.obj,"{""vertices"": 594, ""faces"": 1437}"
Loc8244,Shallow Foundation,97,12,1019,models/3D_Model_8244.obj,"{""vertices"": 841, ""faces"": 620}"
Loc8245,Deep Foundation,53,16,2260,models/3D_Model_8245.obj,"{""vertices"": 302, ""faces"": 797}"
Loc8246,Standard Foundation,98,49,2094,models/3D_Model_8246.obj,"{""vertices"": 983, ""faces"": 1318}"
Loc8247,Shallow Foundation,91,6,4959,models/3D_Model_8247.obj,"{""vertices"": 556, ""faces"": 1354}"
Loc8248,Standard Foundation,82,33,2195,models/3D_Model_8248.obj,"{""vertices"": 527, ""faces"": 1522}"
Loc8249,Shallow Foundation,91,49,2492,models/3D_Model_8249.obj,"{""vertices"": 742, ""faces"": 1363}"
Loc8250,Standard Foundation,81,29,3906,models/3D_Model_8250.obj,"{""vertices"": 374, ""faces"": 680}"
Loc8251,Shallow Foundation,69,6,2434,models/3D_Model_8251.obj,"{""vertices"": 805, ""faces"": 900}"
Loc8252,Standard Foundation,66,9,3812,models/3D_Model_8252.obj,"{""vertices"": 930, ""faces"": 1327}"
Loc8253,Standard Foundation,63,49,4823,models/3D_Model_8253.obj,"{""vertices"": 354, ""faces"": 1344}"
Loc8254,Deep Foundation,85,40,2839,models/3D_Model_8254.obj,"{""vertices"": 791, ""faces"": 661}"
Loc8255,Deep Foundation,51,45,3835,models/3D_Model_8255.obj,"{""vertices"": 537, ""faces"": 1605}"
Loc8256,Deep Foundation,90,19,3717,models/3D_Model_8256.obj,"{""vertices"": 760, ""faces"": 1037}"
Loc8257,Standard Foundation,77,7,2920,models/3D_Model_8257.obj,"{""vertices"": 548, ""faces"": 1744}"
Loc8258,Deep Foundation,52,34,1029,models/3D_Model_8258.obj,"{""vertices"": 894, ""faces"": 752}"
Loc8259,Shallow Foundation,62,21,4402,models/3D_Model_8259.obj,"{""vertices"": 841, ""faces"": 1428}"
Loc8260,Standard Foundation,89,14,564,models/3D_Model_8260.obj,"{""vertices"": 750, ""faces"": 1487}"
Loc8261,Shallow Foundation,78,49,3868,models/3D_Model_8261.obj,"{""vertices"": 931, ""faces"": 1084}"
Loc8262,Shallow Foundation,67,26,2102,models/3D_Model_8262.obj,"{""vertices"": 553, ""faces"": 1325}"
Loc8263,Shallow Foundation,54,27,1119,models/3D_Model_8263.obj,"{""vertices"": 808, ""faces"": 1328}"
Loc8264,Deep Foundation,50,47,3068,models/3D_Model_8264.obj,"{""vertices"": 564, ""faces"": 1607}"
Loc8265,Shallow Foundation,57,37,2751,models/3D_Model_8265.obj,"{""vertices"": 376, ""faces"": 1459}"
Loc8266,Deep Foundation,58,13,1705,models/3D_Model_8266.obj,"{""vertices"": 781, ""faces"": 1182}"
Loc8267,Deep Foundation,70,33,4112,models/3D_Model_8267.obj,"{""vertices"": 679, ""faces"": 1208}"
Loc8268,Standard Foundation,58,45,1273,models/3D_Model_8268.obj,"{""vertices"": 631, ""faces"": 957}"
Loc8269,Deep Foundation,60,31,3177,models/3D_Model_8269.obj,"{""vertices"": 615, ""faces"": 726}"
Loc8270,Deep Foundation,68,8,1687,models/3D_Model_8270.obj,"{""vertices"": 771, ""faces"": 1481}"
Loc8271,Shallow Foundation,83,34,3346,models/3D_Model_8271.obj,"{""vertices"": 562, ""faces"": 1232}"
Loc8272,Shallow Foundation,78,43,4618,models/3D_Model_8272.obj,"{""vertices"": 474, ""faces"": 1214}"
Loc8273,Deep Foundation,92,6,1831,models/3D_Model_8273.obj,"{""vertices"": 956, ""faces"": 1825}"
Loc8274,Standard Foundation,94,30,1677,models/3D_Model_8274.obj,"{""vertices"": 855, ""faces"": 1649}"
Loc8275,Standard Foundation,88,46,2375,models/3D_Model_8275.obj,"{""vertices"": 348, ""faces"": 1762}"
Loc8276,Shallow Foundation,80,20,2309,models/3D_Model_8276.obj,"{""vertices"": 795, ""faces"": 1679}"
Loc8277,Standard Foundation,57,17,2313,models/3D_Model_8277.obj,"{""vertices"": 330, ""faces"": 1665}"
Loc8278,Standard Foundation,61,30,4720,models/3D_Model_8278.obj,"{""vertices"": 471, ""faces"": 722}"
Loc8279,Standard Foundation,54,10,4807,models/3D_Model_8279.obj,"{""vertices"": 983, ""faces"": 1948}"
Loc8280,Shallow Foundation,76,40,2831,models/3D_Model_8280.obj,"{""vertices"": 923, ""faces"": 1960}"
Loc8281,Standard Foundation,91,45,3267,models/3D_Model_8281.obj,"{""vertices"": 747, ""faces"": 1948}"
Loc8282,Standard Foundation,81,20,3589,models/3D_Model_8282.obj,"{""vertices"": 553, ""faces"": 1121}"
Loc8283,Shallow Foundation,74,17,1499,models/3D_Model_8283.obj,"{""vertices"": 512, ""faces"": 1855}"
Loc8284,Standard Foundation,84,50,1777,models/3D_Model_8284.obj,"{""vertices"": 435, ""faces"": 536}"
Loc8285,Standard Foundation,77,40,949,models/3D_Model_8285.obj,"{""vertices"": 502, ""faces"": 753}"
Loc8286,Standard Foundation,58,49,1387,models/3D_Model_8286.obj,"{""vertices"": 811, ""faces"": 865}"
Loc8287,Standard Foundation,69,12,2947,models/3D_Model_8287.obj,"{""vertices"": 436, ""faces"": 688}"
Loc8288,Standard Foundation,72,39,2382,models/3D_Model_8288.obj,"{""vertices"": 598, ""faces"": 1138}"
Loc8289,Standard Foundation,53,26,1791,models/3D_Model_8289.obj,"{""vertices"": 839, ""faces"": 1396}"
Loc8290,Standard Foundation,77,48,2452,models/3D_Model_8290.obj,"{""vertices"": 929, ""faces"": 777}"
Loc8291,Shallow Foundation,100,22,4600,models/3D_Model_8291.obj,"{""vertices"": 736, ""faces"": 1562}"
Loc8292,Shallow Foundation,89,34,3035,models/3D_Model_8292.obj,"{""vertices"": 828, ""faces"": 1923}"
Loc8293,Standard Foundation,63,18,1130,models/3D_Model_8293.obj,"{""vertices"": 820, ""faces"": 975}"
Loc8294,Shallow Foundation,88,41,3927,models/3D_Model_8294.obj,"{""vertices"": 520, ""faces"": 1745}"
Loc8295,Deep Foundation,72,34,2868,models/3D_Model_8295.obj,"{""vertices"": 637, ""faces"": 1755}"
Loc8296,Standard Foundation,97,16,4927,models/3D_Model_8296.obj,"{""vertices"": 304, ""faces"": 580}"
Loc8297,Standard Foundation,68,22,3480,models/3D_Model_8297.obj,"{""vertices"": 809, ""faces"": 1617}"
Loc8298,Deep Foundation,80,24,3666,models/3D_Model_8298.obj,"{""vertices"": 645, ""faces"": 520}"
Loc8299,Deep Foundation,94,48,3418,models/3D_Model_8299.obj,"{""vertices"": 845, ""faces"": 1768}"
Loc8300,Standard Foundation,78,30,1783,models/3D_Model_8300.obj,"{""vertices"": 612, ""faces"": 732}"
Loc8301,Standard Foundation,59,45,3204,models/3D_Model_8301.obj,"{""vertices"": 833, ""faces"": 723}"
Loc8302,Deep Foundation,98,50,2179,models/3D_Model_8302.obj,"{""vertices"": 460, ""faces"": 1797}"
Loc8303,Deep Foundation,59,38,2373,models/3D_Model_8303.obj,"{""vertices"": 524, ""faces"": 1575}"
Loc8304,Shallow Foundation,64,32,3493,models/3D_Model_8304.obj,"{""vertices"": 849, ""faces"": 1388}"
Loc8305,Deep Foundation,97,49,1611,models/3D_Model_8305.obj,"{""vertices"": 757, ""faces"": 1164}"
Loc8306,Standard Foundation,71,26,980,models/3D_Model_8306.obj,"{""vertices"": 632, ""faces"": 1190}"
Loc8307,Deep Foundation,91,26,4564,models/3D_Model_8307.obj,"{""vertices"": 597, ""faces"": 1200}"
Loc8308,Standard Foundation,80,10,1261,models/3D_Model_8308.obj,"{""vertices"": 662, ""faces"": 914}"
Loc8309,Standard Foundation,75,34,3174,models/3D_Model_8309.obj,"{""vertices"": 517, ""faces"": 1125}"
Loc8310,Deep Foundation,64,12,1159,models/3D_Model_8310.obj,"{""vertices"": 333, ""faces"": 651}"
Loc8311,Deep Foundation,98,27,2719,models/3D_Model_8311.obj,"{""vertices"": 721, ""faces"": 1551}"
Loc8312,Standard Foundation,76,12,4313,models/3D_Model_8312.obj,"{""vertices"": 919, ""faces"": 1756}"
Loc8313,Shallow Foundation,84,31,2686,models/3D_Model_8313.obj,"{""vertices"": 856, ""faces"": 552}"
Loc8314,Shallow Foundation,67,23,1233,models/3D_Model_8314.obj,"{""vertices"": 874, ""faces"": 852}"
Loc8315,Deep Foundation,55,17,4098,models/3D_Model_8315.obj,"{""vertices"": 636, ""faces"": 1124}"
Loc8316,Shallow Foundation,63,45,4686,models/3D_Model_8316.obj,"{""vertices"": 364, ""faces"": 947}"
Loc8317,Shallow Foundation,50,37,1498,models/3D_Model_8317.obj,"{""vertices"": 862, ""faces"": 694}"
Loc8318,Deep Foundation,70,48,2008,models/3D_Model_8318.obj,"{""vertices"": 690, ""faces"": 849}"
Loc8319,Deep Foundation,87,37,1364,models/3D_Model_8319.obj,"{""vertices"": 375, ""faces"": 1478}"
Loc8320,Shallow Foundation,98,49,3246,models/3D_Model_8320.obj,"{""vertices"": 936, ""faces"": 1595}"
Loc8321,Shallow Foundation,99,10,1435,models/3D_Model_8321.obj,"{""vertices"": 914, ""faces"": 984}"
Loc8322,Deep Foundation,71,31,4088,models/3D_Model_8322.obj,"{""vertices"": 736, ""faces"": 1880}"
Loc8323,Deep Foundation,84,11,3084,models/3D_Model_8323.obj,"{""vertices"": 347, ""faces"": 1073}"
Loc8324,Shallow Foundation,73,8,4391,models/3D_Model_8324.obj,"{""vertices"": 979, ""faces"": 725}"
Loc8325,Shallow Foundation,55,25,2989,models/3D_Model_8325.obj,"{""vertices"": 366, ""faces"": 1954}"
Loc8326,Shallow Foundation,78,19,2525,models/3D_Model_8326.obj,"{""vertices"": 339, ""faces"": 1458}"
Loc8327,Standard Foundation,62,41,4398,models/3D_Model_8327.obj,"{""vertices"": 681, ""faces"": 1436}"
Loc8328,Standard Foundation,59,39,1392,models/3D_Model_8328.obj,"{""vertices"": 373, ""faces"": 1112}"
Loc8329,Deep Foundation,76,36,2617,models/3D_Model_8329.obj,"{""vertices"": 828, ""faces"": 1369}"
Loc8330,Standard Foundation,64,5,1920,models/3D_Model_8330.obj,"{""vertices"": 627, ""faces"": 1083}"
Loc8331,Standard Foundation,91,20,1240,models/3D_Model_8331.obj,"{""vertices"": 609, ""faces"": 514}"
Loc8332,Shallow Foundation,97,7,3026,models/3D_Model_8332.obj,"{""vertices"": 839, ""faces"": 961}"
Loc8333,Deep Foundation,86,5,1195,models/3D_Model_8333.obj,"{""vertices"": 462, ""faces"": 528}"
Loc8334,Deep Foundation,76,38,3016,models/3D_Model_8334.obj,"{""vertices"": 961, ""faces"": 628}"
Loc8335,Deep Foundation,60,19,900,models/3D_Model_8335.obj,"{""vertices"": 423, ""faces"": 583}"
Loc8336,Deep Foundation,53,40,837,models/3D_Model_8336.obj,"{""vertices"": 477, ""faces"": 1251}"
Loc8337,Shallow Foundation,79,10,2062,models/3D_Model_8337.obj,"{""vertices"": 548, ""faces"": 1401}"
Loc8338,Standard Foundation,95,6,3302,models/3D_Model_8338.obj,"{""vertices"": 807, ""faces"": 1501}"
Loc8339,Standard Foundation,94,14,1205,models/3D_Model_8339.obj,"{""vertices"": 468, ""faces"": 1476}"
Loc8340,Shallow Foundation,79,6,3168,models/3D_Model_8340.obj,"{""vertices"": 800, ""faces"": 1979}"
Loc8341,Deep Foundation,77,38,4017,models/3D_Model_8341.obj,"{""vertices"": 381, ""faces"": 1715}"
Loc8342,Shallow Foundation,51,44,861,models/3D_Model_8342.obj,"{""vertices"": 892, ""faces"": 1330}"
Loc8343,Shallow Foundation,94,10,825,models/3D_Model_8343.obj,"{""vertices"": 433, ""faces"": 1789}"
Loc8344,Shallow Foundation,50,19,2608,models/3D_Model_8344.obj,"{""vertices"": 852, ""faces"": 812}"
Loc8345,Shallow Foundation,73,43,3858,models/3D_Model_8345.obj,"{""vertices"": 908, ""faces"": 1473}"
Loc8346,Standard Foundation,94,29,1966,models/3D_Model_8346.obj,"{""vertices"": 548, ""faces"": 1609}"
Loc8347,Deep Foundation,92,16,1315,models/3D_Model_8347.obj,"{""vertices"": 952, ""faces"": 1848}"
Loc8348,Standard Foundation,53,38,4441,models/3D_Model_8348.obj,"{""vertices"": 494, ""faces"": 1246}"
Loc8349,Shallow Foundation,56,25,3631,models/3D_Model_8349.obj,"{""vertices"": 723, ""faces"": 1469}"
Loc8350,Standard Foundation,83,37,3434,models/3D_Model_8350.obj,"{""vertices"": 927, ""faces"": 1232}"
Loc8351,Shallow Foundation,78,44,1872,models/3D_Model_8351.obj,"{""vertices"": 548, ""faces"": 1417}"
Loc8352,Shallow Foundation,90,10,1769,models/3D_Model_8352.obj,"{""vertices"": 833, ""faces"": 1298}"
Loc8353,Deep Foundation,99,19,4926,models/3D_Model_8353.obj,"{""vertices"": 739, ""faces"": 791}"
Loc8354,Shallow Foundation,69,35,1403,models/3D_Model_8354.obj,"{""vertices"": 407, ""faces"": 1162}"
Loc8355,Standard Foundation,62,49,4227,models/3D_Model_8355.obj,"{""vertices"": 306, ""faces"": 1094}"
Loc8356,Deep Foundation,52,34,1330,models/3D_Model_8356.obj,"{""vertices"": 461, ""faces"": 570}"
Loc8357,Shallow Foundation,57,34,2996,models/3D_Model_8357.obj,"{""vertices"": 710, ""faces"": 1176}"
Loc8358,Shallow Foundation,91,39,4634,models/3D_Model_8358.obj,"{""vertices"": 466, ""faces"": 934}"
Loc8359,Standard Foundation,81,6,4871,models/3D_Model_8359.obj,"{""vertices"": 636, ""faces"": 1816}"
Loc8360,Standard Foundation,50,11,2461,models/3D_Model_8360.obj,"{""vertices"": 537, ""faces"": 1370}"
Loc8361,Shallow Foundation,67,8,1805,models/3D_Model_8361.obj,"{""vertices"": 391, ""faces"": 1507}"
Loc8362,Standard Foundation,99,37,2091,models/3D_Model_8362.obj,"{""vertices"": 850, ""faces"": 1327}"
Loc8363,Standard Foundation,80,16,3264,models/3D_Model_8363.obj,"{""vertices"": 409, ""faces"": 1816}"
Loc8364,Deep Foundation,93,29,1306,models/3D_Model_8364.obj,"{""vertices"": 988, ""faces"": 1601}"
Loc8365,Deep Foundation,70,41,2346,models/3D_Model_8365.obj,"{""vertices"": 512, ""faces"": 1312}"
Loc8366,Standard Foundation,99,12,3470,models/3D_Model_8366.obj,"{""vertices"": 604, ""faces"": 648}"
Loc8367,Shallow Foundation,85,30,1982,models/3D_Model_8367.obj,"{""vertices"": 881, ""faces"": 1363}"
Loc8368,Deep Foundation,83,18,1911,models/3D_Model_8368.obj,"{""vertices"": 415, ""faces"": 1090}"
Loc8369,Deep Foundation,56,40,1634,models/3D_Model_8369.obj,"{""vertices"": 990, ""faces"": 1357}"
Loc8370,Shallow Foundation,93,5,4028,models/3D_Model_8370.obj,"{""vertices"": 712, ""faces"": 1617}"
Loc8371,Shallow Foundation,59,38,4926,models/3D_Model_8371.obj,"{""vertices"": 337, ""faces"": 1731}"
Loc8372,Shallow Foundation,67,18,4308,models/3D_Model_8372.obj,"{""vertices"": 570, ""faces"": 1430}"
Loc8373,Standard Foundation,68,38,3736,models/3D_Model_8373.obj,"{""vertices"": 674, ""faces"": 1733}"
Loc8374,Shallow Foundation,77,41,4677,models/3D_Model_8374.obj,"{""vertices"": 708, ""faces"": 1061}"
Loc8375,Deep Foundation,82,44,1195,models/3D_Model_8375.obj,"{""vertices"": 710, ""faces"": 771}"
Loc8376,Standard Foundation,99,19,803,models/3D_Model_8376.obj,"{""vertices"": 672, ""faces"": 934}"
Loc8377,Standard Foundation,56,36,3501,models/3D_Model_8377.obj,"{""vertices"": 602, ""faces"": 1923}"
Loc8378,Standard Foundation,63,36,3986,models/3D_Model_8378.obj,"{""vertices"": 946, ""faces"": 1156}"
Loc8379,Standard Foundation,53,22,2856,models/3D_Model_8379.obj,"{""vertices"": 652, ""faces"": 800}"
Loc8380,Standard Foundation,75,24,4808,models/3D_Model_8380.obj,"{""vertices"": 436, ""faces"": 1860}"
Loc8381,Standard Foundation,86,45,4068,models/3D_Model_8381.obj,"{""vertices"": 719, ""faces"": 1991}"
Loc8382,Shallow Foundation,56,24,3421,models/3D_Model_8382.obj,"{""vertices"": 462, ""faces"": 778}"
Loc8383,Standard Foundation,59,28,3771,models/3D_Model_8383.obj,"{""vertices"": 674, ""faces"": 760}"
Loc8384,Shallow Foundation,92,43,517,models/3D_Model_8384.obj,"{""vertices"": 865, ""faces"": 1249}"
Loc8385,Shallow Foundation,54,46,2575,models/3D_Model_8385.obj,"{""vertices"": 564, ""faces"": 737}"
Loc8386,Shallow Foundation,71,31,1058,models/3D_Model_8386.obj,"{""vertices"": 351, ""faces"": 1277}"
Loc8387,Standard Foundation,59,32,3841,models/3D_Model_8387.obj,"{""vertices"": 838, ""faces"": 1777}"
Loc8388,Standard Foundation,97,31,3498,models/3D_Model_8388.obj,"{""vertices"": 383, ""faces"": 922}"
Loc8389,Deep Foundation,100,40,3329,models/3D_Model_8389.obj,"{""vertices"": 444, ""faces"": 1373}"
Loc8390,Standard Foundation,70,5,3683,models/3D_Model_8390.obj,"{""vertices"": 998, ""faces"": 714}"
Loc8391,Deep Foundation,87,36,4362,models/3D_Model_8391.obj,"{""vertices"": 884, ""faces"": 1312}"
Loc8392,Deep Foundation,85,11,4299,models/3D_Model_8392.obj,"{""vertices"": 841, ""faces"": 969}"
Loc8393,Deep Foundation,60,20,3080,models/3D_Model_8393.obj,"{""vertices"": 892, ""faces"": 1339}"
Loc8394,Deep Foundation,68,35,4320,models/3D_Model_8394.obj,"{""vertices"": 317, ""faces"": 514}"
Loc8395,Standard Foundation,88,26,2257,models/3D_Model_8395.obj,"{""vertices"": 369, ""faces"": 1732}"
Loc8396,Standard Foundation,78,49,3938,models/3D_Model_8396.obj,"{""vertices"": 812, ""faces"": 1230}"
Loc8397,Shallow Foundation,86,9,2651,models/3D_Model_8397.obj,"{""vertices"": 399, ""faces"": 815}"
Loc8398,Standard Foundation,66,14,3746,models/3D_Model_8398.obj,"{""vertices"": 861, ""faces"": 628}"
Loc8399,Standard Foundation,78,18,2020,models/3D_Model_8399.obj,"{""vertices"": 915, ""faces"": 969}"
Loc8400,Deep Foundation,50,11,4977,models/3D_Model_8400.obj,"{""vertices"": 579, ""faces"": 702}"
Loc8401,Standard Foundation,72,32,4426,models/3D_Model_8401.obj,"{""vertices"": 330, ""faces"": 702}"
Loc8402,Standard Foundation,62,9,1989,models/3D_Model_8402.obj,"{""vertices"": 815, ""faces"": 1584}"
Loc8403,Deep Foundation,95,24,733,models/3D_Model_8403.obj,"{""vertices"": 695, ""faces"": 985}"
Loc8404,Deep Foundation,93,10,500,models/3D_Model_8404.obj,"{""vertices"": 983, ""faces"": 1578}"
Loc8405,Standard Foundation,91,50,4726,models/3D_Model_8405.obj,"{""vertices"": 888, ""faces"": 1931}"
Loc8406,Deep Foundation,93,9,860,models/3D_Model_8406.obj,"{""vertices"": 394, ""faces"": 1161}"
Loc8407,Shallow Foundation,93,45,2190,models/3D_Model_8407.obj,"{""vertices"": 779, ""faces"": 561}"
Loc8408,Deep Foundation,80,25,2083,models/3D_Model_8408.obj,"{""vertices"": 526, ""faces"": 1338}"
Loc8409,Deep Foundation,90,30,4870,models/3D_Model_8409.obj,"{""vertices"": 888, ""faces"": 1483}"
Loc8410,Shallow Foundation,89,40,1215,models/3D_Model_8410.obj,"{""vertices"": 438, ""faces"": 1502}"
Loc8411,Deep Foundation,90,39,4522,models/3D_Model_8411.obj,"{""vertices"": 579, ""faces"": 566}"
Loc8412,Shallow Foundation,98,35,2501,models/3D_Model_8412.obj,"{""vertices"": 875, ""faces"": 605}"
Loc8413,Shallow Foundation,85,50,2585,models/3D_Model_8413.obj,"{""vertices"": 877, ""faces"": 1423}"
